field_ID,bee_species,sex,park,transect_ID,method,date,type,taxonomy_notes
MANA 61,Lasioglossum callidum,f,MANA,T205,pan trap,7/26/2021,warm season-multi,NA
MANA 61,Lasioglossum callidum,f,MANA,T205,pan trap,6/27/2022,warm season-multi,NA
MANA 61,Lasioglossum callidum,f,MANA,T205,pan trap,6/27/2022,warm season-multi,NA
MONO 26,Lasioglossum callidum,f,MONO,T75,pan trap,7/22/2021,cool season-hay,NA
MONO 26,Lasioglossum callidum,f,MONO,T75,pan trap,7/22/2021,cool season-hay,NA
MONO 26,Lasioglossum callidum,f,MONO,T75,pan trap,7/22/2021,cool season-hay,NA
MONO 26,Lasioglossum callidum,f,MONO,T75,pan trap,7/22/2021,cool season-hay,NA
MONO 26,Lasioglossum callidum,f,MONO,T73,pan trap,8/2/2022,cool season-hay,NA
MONO 26,Lasioglossum callidum,f,MONO,T75,pan trap,8/2/2022,cool season-hay,NA
MONO 56,Lasioglossum callidum,f,MONO,T90,pan trap,7/5/2022,cool season-pasture,NA
MONO 56,Lasioglossum callidum,f,MONO,T90,pan trap,7/5/2022,cool season-pasture,NA
MONO 56,Lasioglossum callidum,f,MONO,net,hand net,8/15/2022,cool season-pasture,NA
MONO 58,Lasioglossum callidum,f,MONO,T80,pan trap,6/24/2021,cool season-hay,NA
MONO 58,Lasioglossum callidum,f,MONO,T80,pan trap,6/24/2021,cool season-hay,NA
MONO 77,Lasioglossum callidum,f,MONO,T100,pan trap,6/17/2021,cool season-pasture,NA
MONO 77,Lasioglossum callidum,f,MONO,T100,pan trap,6/17/2021,cool season-pasture,NA
MONO 94,Lasioglossum callidum,f,MONO,T105,pan trap,6/17/2021,cool season-pasture,NA
MONO 94,Lasioglossum callidum,f,MONO,T106,pan trap,6/17/2021,cool season-pasture,NA
MONO 94,Lasioglossum callidum,f,MONO,T106,pan trap,6/17/2021,cool season-pasture,NA
MONO 94,Lasioglossum callidum,f,MONO,T105,pan trap,6/17/2021,cool season-pasture,NA
MONO 94,Lasioglossum callidum,f,MONO,T105,pan trap,6/17/2021,cool season-pasture,NA
MONO 94,Lasioglossum callidum,f,MONO,T105,pan trap,8/9/2021,cool season-pasture,NA
MONO 94,Lasioglossum callidum,f,MONO,T106,pan trap,7/5/2022,cool season-pasture,NA
CHOH 0,Lasioglossum coeruleum,f,CHOH,T111,pan trap,7/18/2022,cool season-hay,NA
MONO 56,Lasioglossum coeruleum,f,MONO,T91,pan trap,6/24/2021,cool season-pasture,NA
ANTI 32,Lasioglossum coreopsis,f,ANTI,T17,pan trap,8/11/2021,warm season-multi,NA
ANTI 5,Lasioglossum coreopsis,f,ANTI,T171,pan trap,7/13/2022,cool season-hay,NA
MANA 43,Lasioglossum coreopsis,f,MANA,T142,pan trap,7/26/2021,warm season-multi,NA
MANA 43,Lasioglossum coreopsis,f,MANA,T142,pan trap,6/27/2022,warm season-multi,NA
MANA 43,Lasioglossum coreopsis,f,MANA,net,hand net,6/27/2022,warm season-multi,NA
MANA 48,Lasioglossum coreopsis,f,MANA,T145,pan trap,9/2/2021,warm season-multi,NA
MANA 48,Lasioglossum coreopsis,f,MANA,T147,pan trap,7/11/2022,warm season-multi,NA
MANA 48,Lasioglossum coreopsis,f,MANA,T147,pan trap,7/11/2022,warm season-multi,NA
MANA 48,Lasioglossum coreopsis,f,MANA,T149,pan trap,8/22/2022,warm season-multi,NA
MANA 49,Lasioglossum coreopsis,f,MANA,T158,pan trap,5/31/2022,warm season-multi,NA
MANA 57,Lasioglossum coreopsis,f,MANA,T163,pan trap,9/2/2021,warm season-multi,NA
MANA 57,Lasioglossum coreopsis,f,MANA,T163,pan trap,9/2/2021,warm season-multi,NA
MANA 57,Lasioglossum coreopsis,f,MANA,T165,pan trap,7/11/2022,warm season-multi,NA
MANA 61,Lasioglossum coreopsis,f,MANA,T206,pan trap,7/26/2021,warm season-multi,NA
MANA 61,Lasioglossum coreopsis,f,MANA,T206,pan trap,7/26/2021,warm season-multi,NA
MANA 8,Lasioglossum coreopsis,f,MANA,net,hand net,8/26/2021,cool season-hay,NA
ANTI 38,Lasioglossum coriaceum,f,ANTI,T2,pan trap,9/14/2021,warm season-multi,NA
CHOH 0,Lasioglossum coriaceum,f,CHOH,T111,pan trap,7/18/2022,cool season-hay,NA
CHOH 1_3,Lasioglossum coriaceum,f,CHOH,T217,pan trap,5/23/2022,cool season-hay,NA
CHOH 9,Lasioglossum coriaceum,f,CHOH,T225,pan trap,8/4/2021,cool season-hay,NA
ANTI 1,Lasioglossum cressonii,f,ANTI,T37,pan trap,8/24/2021,cool season-pasture,NA
ANTI 10,Lasioglossum cressonii,f,ANTI,T30,pan trap,6/21/2022,cool season-hay,NA
ANTI 12,Lasioglossum cressonii,f,ANTI,T63,pan trap,6/8/2022,warm season-multi,NA
ANTI 37,Lasioglossum cressonii,f,ANTI,T4,pan trap,6/29/2021,warm season-multi,NA
ANTI 37,Lasioglossum cressonii,f,ANTI,T4,pan trap,6/29/2021,warm season-multi,NA
ANTI 37,Lasioglossum cressonii,f,ANTI,T4,pan trap,6/29/2021,warm season-multi,NA
CHOH 0,Lasioglossum cressonii,f,CHOH,T110,pan trap,7/18/2022,cool season-hay,NA
CHOH 0,Lasioglossum cressonii,f,CHOH,T110,pan trap,7/18/2022,cool season-hay,NA
CHOH 0,Lasioglossum cressonii,f,CHOH,T111,pan trap,7/18/2022,cool season-hay,NA
CHOH 0,Lasioglossum cressonii,f,CHOH,T111,pan trap,7/18/2022,cool season-hay,NA
CHOH 0,Lasioglossum cressonii,f,CHOH,T111,pan trap,7/18/2022,cool season-hay,NA
CHOH 1_3,Lasioglossum cressonii,f,CHOH,T224,pan trap,7/18/2022,cool season-hay,NA
CHOH 1_3,Lasioglossum cressonii,f,CHOH,T224,pan trap,7/18/2022,cool season-hay,NA
CHOH 1_3,Lasioglossum cressonii,f,CHOH,T219,pan trap,7/18/2022,cool season-hay,NA
CHOH 1_3,Lasioglossum cressonii,f,CHOH,T219,pan trap,7/18/2022,cool season-hay,NA
CHOH 1_3,Lasioglossum cressonii,f,CHOH,T219,pan trap,7/18/2022,cool season-hay,NA
CHOH 1_3,Lasioglossum cressonii,f,CHOH,T219,pan trap,7/18/2022,cool season-hay,NA
CHOH 1_3,Lasioglossum cressonii,f,CHOH,T224,pan trap,7/18/2022,cool season-hay,NA
CHOH 1_3,Lasioglossum cressonii,f,CHOH,T219,pan trap,7/18/2022,cool season-hay,NA
CHOH 1_3,Lasioglossum cressonii,f,CHOH,T224,pan trap,7/18/2022,cool season-hay,NA
CHOH 8,Lasioglossum cressonii,f,CHOH,T213,pan trap,8/16/2022,cool season-hay,NA
CHOH 8,Lasioglossum cressonii,f,CHOH,T213,pan trap,8/16/2022,cool season-hay,NA
CHOH 9,Lasioglossum cressonii,f,CHOH,T227,pan trap,6/15/2021,cool season-hay,NA
MANA 16,Lasioglossum cressonii,f,MANA,T197,pan trap,7/11/2022,cool season-hay,NA
MANA 48,Lasioglossum cressonii,f,MANA,T147,pan trap,7/11/2022,warm season-multi,NA
ANTI 1,Lasioglossum ephialtum,f,ANTI,T40,pan trap,6/29/2021,cool season-pasture,NA
ANTI 32,Lasioglossum ephialtum,f,ANTI,T16,pan trap,6/23/2021,warm season-multi,NA
ANTI 4,Lasioglossum ephialtum,f,ANTI,T175,pan trap,7/13/2021,cool season-pasture,NA
CHOH 1_3,Lasioglossum fuscipenne,f,CHOH,T216,pan trap,5/23/2022,cool season-hay,NA
MONO 26,Lasioglossum fuscipenne,f,MONO,net,hand net,6/6/2022,cool season-hay,NA
ANTI 11,Lasioglossum gotham,f,ANTI,T21,pan trap,7/7/2021,cool season-hay,NA
ANTI 32,Lasioglossum gotham,f,ANTI,T12,pan trap,6/8/2022,warm season-multi,NA
ANTI 38,Lasioglossum gotham,f,ANTI,T2,pan trap,9/14/2021,warm season-multi,NA
ANTI 38,Lasioglossum gotham,f,ANTI,T1,pan trap,6/29/2022,warm season-multi,NA
CHOH 8,Lasioglossum gotham,f,CHOH,T214,pan trap,6/14/2022,cool season-hay,NA
MANA 61,Lasioglossum gotham,f,MANA,T205,pan trap,6/27/2022,warm season-multi,NA
ANTI 1,Lasioglossum hitchensi,f,ANTI,T40,pan trap,6/29/2021,cool season-pasture,NA
ANTI 1,Lasioglossum hitchensi,f,ANTI,net,hand net,8/24/2021,cool season-pasture,NA
ANTI 1,Lasioglossum hitchensi,f,ANTI,T37,pan trap,8/24/2021,cool season-pasture,NA
ANTI 1,Lasioglossum hitchensi,f,ANTI,T42,pan trap,6/21/2022,cool season-pasture,NA
ANTI 1,Lasioglossum hitchensi,f,ANTI,net,hand net,8/4/2022,cool season-pasture,NA
ANTI 10,Lasioglossum hitchensi,f,ANTI,T29,pan trap,7/20/2021,cool season-hay,NA
ANTI 10,Lasioglossum hitchensi,f,ANTI,net,hand net,7/20/2021,cool season-hay,NA
ANTI 10,Lasioglossum hitchensi,f,ANTI,net,hand net,6/21/2022,cool season-hay,NA
ANTI 10,Lasioglossum hitchensi,f,ANTI,net,hand net,6/21/2022,cool season-hay,NA
ANTI 10,Lasioglossum hitchensi,f,ANTI,net,hand net,6/21/2022,cool season-hay,NA
ANTI 10,Lasioglossum hitchensi,f,ANTI,net,hand net,6/21/2022,cool season-hay,NA
ANTI 10,Lasioglossum hitchensi,f,ANTI,T29,pan trap,6/21/2022,cool season-hay,NA
ANTI 10,Lasioglossum hitchensi,f,ANTI,T29,pan trap,6/21/2022,cool season-hay,NA
ANTI 10,Lasioglossum hitchensi,f,ANTI,T29,pan trap,6/21/2022,cool season-hay,NA
ANTI 10,Lasioglossum hitchensi,f,ANTI,T29,pan trap,6/21/2022,cool season-hay,NA
ANTI 10,Lasioglossum hitchensi,f,ANTI,net,hand net,6/21/2022,cool season-hay,NA
ANTI 10,Lasioglossum hitchensi,f,ANTI,T29,pan trap,6/21/2022,cool season-hay,NA
ANTI 10,Lasioglossum hitchensi,f,ANTI,net,hand net,6/21/2022,cool season-hay,NA
ANTI 10,Lasioglossum hitchensi,f,ANTI,T30,pan trap,6/21/2022,cool season-hay,NA
ANTI 10,Lasioglossum hitchensi,f,ANTI,T29,pan trap,6/21/2022,cool season-hay,NA
ANTI 10,Lasioglossum hitchensi,f,ANTI,T30,pan trap,6/21/2022,cool season-hay,NA
ANTI 10,Lasioglossum hitchensi,f,ANTI,T29,pan trap,6/21/2022,cool season-hay,NA
ANTI 10,Lasioglossum hitchensi,f,ANTI,T30,pan trap,6/21/2022,cool season-hay,NA
ANTI 10,Lasioglossum hitchensi,f,ANTI,T29,pan trap,8/3/2022,cool season-hay,NA
ANTI 10,Lasioglossum hitchensi,f,ANTI,T29,pan trap,8/3/2022,cool season-hay,NA
ANTI 10,Lasioglossum hitchensi,f,ANTI,T29,pan trap,8/3/2022,cool season-hay,NA
ANTI 10,Lasioglossum hitchensi,f,ANTI,T29,pan trap,8/3/2022,cool season-hay,NA
ANTI 10,Lasioglossum hitchensi,f,ANTI,T29,pan trap,8/3/2022,cool season-hay,NA
ANTI 10,Lasioglossum hitchensi,f,ANTI,net,hand net,8/4/2022,cool season-hay,NA
ANTI 10,Lasioglossum hitchensi,f,ANTI,net,hand net,8/4/2022,cool season-hay,NA
ANTI 10,Lasioglossum hitchensi,f,ANTI,net,hand net,8/4/2022,cool season-hay,NA
ANTI 10,Lasioglossum hitchensi,f,ANTI,net,hand net,8/4/2022,cool season-hay,NA
ANTI 11,Lasioglossum hitchensi,f,ANTI,T22,pan trap,7/7/2021,cool season-hay,NA
ANTI 11,Lasioglossum hitchensi,f,ANTI,net,hand net,7/7/2021,cool season-hay,NA
ANTI 11,Lasioglossum hitchensi,f,ANTI,T21,pan trap,7/7/2021,cool season-hay,NA
ANTI 11,Lasioglossum hitchensi,f,ANTI,T21,pan trap,7/7/2021,cool season-hay,NA
ANTI 11,Lasioglossum hitchensi,f,ANTI,T21,pan trap,9/7/2021,cool season-hay,NA
ANTI 11,Lasioglossum hitchensi,f,ANTI,net,hand net,7/15/2022,cool season-hay,NA
ANTI 11,Lasioglossum hitchensi,f,ANTI,net,hand net,7/15/2022,cool season-hay,NA
ANTI 12,Lasioglossum hitchensi,f,ANTI,T63,pan trap,7/7/2021,warm season-multi,NA
ANTI 12,Lasioglossum hitchensi,f,ANTI,T62,pan trap,7/7/2021,warm season-multi,NA
ANTI 12,Lasioglossum hitchensi,f,ANTI,T64,pan trap,7/27/2022,warm season-multi,NA
ANTI 12,Lasioglossum hitchensi,f,ANTI,T64,pan trap,7/27/2022,warm season-multi,NA
ANTI 17,Lasioglossum hitchensi,f,ANTI,T27,pan trap,7/13/2022,cool season-hay,NA
ANTI 17,Lasioglossum hitchensi,f,ANTI,net,hand net,7/13/2022,cool season-hay,NA
ANTI 17,Lasioglossum hitchensi,f,ANTI,net,hand net,7/13/2022,cool season-hay,NA
ANTI 17,Lasioglossum hitchensi,f,ANTI,net,hand net,7/13/2022,cool season-hay,NA
ANTI 17,Lasioglossum hitchensi,f,ANTI,net,hand net,7/13/2022,cool season-hay,NA
ANTI 17,Lasioglossum hitchensi,f,ANTI,T27,pan trap,7/13/2022,cool season-hay,NA
ANTI 17,Lasioglossum hitchensi,f,ANTI,T27,pan trap,7/13/2022,cool season-hay,NA
ANTI 17,Lasioglossum hitchensi,f,ANTI,net,hand net,7/13/2022,cool season-hay,NA
ANTI 17,Lasioglossum hitchensi,f,ANTI,net,hand net,7/13/2022,cool season-hay,NA
ANTI 17,Lasioglossum hitchensi,f,ANTI,net,hand net,7/13/2022,cool season-hay,NA
ANTI 17,Lasioglossum hitchensi,f,ANTI,net,hand net,7/13/2022,cool season-hay,NA
ANTI 21,Lasioglossum hitchensi,f,ANTI,T167,pan trap,8/2/2021,cool season-hay,NA
ANTI 21,Lasioglossum hitchensi,f,ANTI,T167,pan trap,8/2/2021,cool season-hay,NA
ANTI 21,Lasioglossum hitchensi,f,ANTI,T166,pan trap,8/2/2021,cool season-hay,NA
ANTI 21,Lasioglossum hitchensi,f,ANTI,T166,pan trap,8/2/2021,cool season-hay,NA
ANTI 21,Lasioglossum hitchensi,f,ANTI,T167,pan trap,8/2/2021,cool season-hay,NA
ANTI 21,Lasioglossum hitchensi,f,ANTI,T166,pan trap,8/2/2021,cool season-hay,NA
ANTI 21,Lasioglossum hitchensi,f,ANTI,T167,pan trap,8/2/2021,cool season-hay,NA
ANTI 21,Lasioglossum hitchensi,f,ANTI,T167,pan trap,8/2/2021,cool season-hay,NA
ANTI 21,Lasioglossum hitchensi,f,ANTI,T167,pan trap,8/2/2021,cool season-hay,NA
ANTI 21,Lasioglossum hitchensi,f,ANTI,T167,pan trap,8/2/2021,cool season-hay,NA
ANTI 21,Lasioglossum hitchensi,f,ANTI,T167,pan trap,5/25/2022,cool season-hay,NA
ANTI 3,Lasioglossum hitchensi,f,ANTI,T33,pan trap,6/8/2021,cool season-pasture,NA
ANTI 3,Lasioglossum hitchensi,f,ANTI,T33,pan trap,6/8/2021,cool season-pasture,NA
ANTI 3,Lasioglossum hitchensi,f,ANTI,T33,pan trap,6/8/2021,cool season-pasture,NA
ANTI 3,Lasioglossum hitchensi,f,ANTI,T34,pan trap,6/8/2021,cool season-pasture,NA
ANTI 3,Lasioglossum hitchensi,f,ANTI,net,hand net,7/28/2021,cool season-pasture,NA
ANTI 3,Lasioglossum hitchensi,f,ANTI,net,hand net,7/28/2021,cool season-pasture,NA
ANTI 3,Lasioglossum hitchensi,f,ANTI,net,hand net,7/28/2021,cool season-pasture,NA
ANTI 3,Lasioglossum hitchensi,f,ANTI,net,hand net,7/13/2022,cool season-pasture,NA
ANTI 32,Lasioglossum hitchensi,f,ANTI,T16,pan trap,6/23/2021,warm season-multi,NA
ANTI 32,Lasioglossum hitchensi,f,ANTI,T10,pan trap,6/23/2021,warm season-multi,NA
ANTI 32,Lasioglossum hitchensi,f,ANTI,T16,pan trap,6/23/2021,warm season-multi,NA
ANTI 32,Lasioglossum hitchensi,f,ANTI,T16,pan trap,6/23/2021,warm season-multi,NA
ANTI 32,Lasioglossum hitchensi,f,ANTI,T16,pan trap,6/23/2021,warm season-multi,NA
ANTI 32,Lasioglossum hitchensi,f,ANTI,T16,pan trap,6/23/2021,warm season-multi,NA
ANTI 32,Lasioglossum hitchensi,f,ANTI,T17,pan trap,8/11/2021,warm season-multi,NA
ANTI 32,Lasioglossum hitchensi,f,ANTI,T13,pan trap,8/11/2021,warm season-multi,NA
ANTI 32,Lasioglossum hitchensi,f,ANTI,T13,pan trap,8/11/2021,warm season-multi,NA
ANTI 32,Lasioglossum hitchensi,f,ANTI,T13,pan trap,8/11/2021,warm season-multi,NA
ANTI 32,Lasioglossum hitchensi,f,ANTI,T13,pan trap,8/11/2021,warm season-multi,NA
ANTI 32,Lasioglossum hitchensi,f,ANTI,net,hand net,6/8/2022,warm season-multi,NA
ANTI 32,Lasioglossum hitchensi,f,ANTI,T18,pan trap,6/8/2022,warm season-multi,NA
ANTI 32,Lasioglossum hitchensi,f,ANTI,T18,pan trap,6/8/2022,warm season-multi,NA
ANTI 32,Lasioglossum hitchensi,f,ANTI,net,hand net,7/27/2022,warm season-multi,NA
ANTI 32,Lasioglossum hitchensi,f,ANTI,net,hand net,7/27/2022,warm season-multi,NA
ANTI 33,Lasioglossum hitchensi,f,ANTI,T20,pan trap,6/23/2021,warm season-multi,NA
ANTI 33,Lasioglossum hitchensi,f,ANTI,T20,pan trap,6/23/2021,warm season-multi,NA
ANTI 33,Lasioglossum hitchensi,f,ANTI,T19,pan trap,7/27/2022,warm season-multi,NA
ANTI 36,Lasioglossum hitchensi,f,ANTI,T7,pan trap,6/8/2021,warm season-multi,NA
ANTI 36,Lasioglossum hitchensi,f,ANTI,T7,pan trap,6/8/2021,warm season-multi,NA
ANTI 36,Lasioglossum hitchensi,f,ANTI,net,hand net,7/28/2021,warm season-multi,NA
ANTI 36,Lasioglossum hitchensi,f,ANTI,T7,pan trap,8/2/2021,warm season-multi,NA
ANTI 36,Lasioglossum hitchensi,f,ANTI,T7,pan trap,8/2/2021,warm season-multi,NA
ANTI 36,Lasioglossum hitchensi,f,ANTI,T8,pan trap,7/14/2022,warm season-multi,NA
ANTI 36,Lasioglossum hitchensi,f,ANTI,T8,pan trap,7/14/2022,warm season-multi,NA
ANTI 36,Lasioglossum hitchensi,f,ANTI,T8,pan trap,7/14/2022,warm season-multi,NA
ANTI 36,Lasioglossum hitchensi,f,ANTI,T8,pan trap,7/14/2022,warm season-multi,NA
ANTI 36,Lasioglossum hitchensi,f,ANTI,T7,pan trap,7/14/2022,warm season-multi,NA
ANTI 37,Lasioglossum hitchensi,f,ANTI,T4,pan trap,6/29/2021,warm season-multi,NA
ANTI 37,Lasioglossum hitchensi,f,ANTI,T5,pan trap,8/24/2021,warm season-multi,NA
ANTI 37,Lasioglossum hitchensi,f,ANTI,net,hand net,6/29/2022,warm season-multi,NA
ANTI 37,Lasioglossum hitchensi,f,ANTI,net,hand net,6/29/2022,warm season-multi,NA
ANTI 37,Lasioglossum hitchensi,f,ANTI,net,hand net,6/29/2022,warm season-multi,NA
ANTI 38,Lasioglossum hitchensi,f,ANTI,net,hand net,7/20/2021,warm season-multi,NA
ANTI 38,Lasioglossum hitchensi,f,ANTI,net,hand net,7/20/2021,warm season-multi,NA
ANTI 38,Lasioglossum hitchensi,f,ANTI,T1,pan trap,9/14/2021,warm season-multi,NA
ANTI 38,Lasioglossum hitchensi,f,ANTI,net,hand net,6/29/2022,warm season-multi,NA
ANTI 38,Lasioglossum hitchensi,f,ANTI,net,hand net,6/29/2022,warm season-multi,NA
ANTI 38,Lasioglossum hitchensi,f,ANTI,net,hand net,6/29/2022,warm season-multi,NA
ANTI 38,Lasioglossum hitchensi,f,ANTI,net,hand net,8/10/2022,warm season-multi,NA
ANTI 38,Lasioglossum hitchensi,f,ANTI,T1,pan trap,8/10/2022,warm season-multi,NA
ANTI 38,Lasioglossum hitchensi,f,ANTI,T1,pan trap,8/10/2022,warm season-multi,NA
ANTI 4,Lasioglossum hitchensi,f,ANTI,T175,pan trap,7/13/2021,cool season-pasture,NA
ANTI 4,Lasioglossum hitchensi,f,ANTI,T175,pan trap,6/29/2022,cool season-pasture,NA
ANTI 4,Lasioglossum hitchensi,f,ANTI,T175,pan trap,6/29/2022,cool season-pasture,NA
ANTI 5,Lasioglossum hitchensi,f,ANTI,net,hand net,6/8/2021,cool season-hay,NA
ANTI 5,Lasioglossum hitchensi,f,ANTI,net,hand net,7/28/2021,cool season-hay,NA
ANTI 5,Lasioglossum hitchensi,f,ANTI,net,hand net,7/28/2021,cool season-hay,NA
ANTI 5,Lasioglossum hitchensi,f,ANTI,T171,pan trap,8/2/2021,cool season-hay,NA
ANTI 5,Lasioglossum hitchensi,f,ANTI,T171,pan trap,7/13/2022,cool season-hay,NA
ANTI 5,Lasioglossum hitchensi,f,ANTI,T171,pan trap,7/13/2022,cool season-hay,NA
ANTI 5,Lasioglossum hitchensi,f,ANTI,T171,pan trap,7/13/2022,cool season-hay,NA
ANTI 5,Lasioglossum hitchensi,f,ANTI,T171,pan trap,7/13/2022,cool season-hay,NA
ANTI 5,Lasioglossum hitchensi,f,ANTI,T171,pan trap,7/13/2022,cool season-hay,NA
ANTI 5,Lasioglossum hitchensi,f,ANTI,T171,pan trap,7/13/2022,cool season-hay,NA
ANTI 5,Lasioglossum hitchensi,f,ANTI,T171,pan trap,7/13/2022,cool season-hay,NA
ANTI 5,Lasioglossum hitchensi,f,ANTI,T171,pan trap,7/13/2022,cool season-hay,NA
ANTI 5,Lasioglossum hitchensi,f,ANTI,T171,pan trap,7/13/2022,cool season-hay,NA
ANTI 5,Lasioglossum hitchensi,f,ANTI,T171,pan trap,7/13/2022,cool season-hay,NA
ANTI 5,Lasioglossum hitchensi,f,ANTI,T171,pan trap,7/13/2022,cool season-hay,NA
ANTI 5,Lasioglossum hitchensi,f,ANTI,T171,pan trap,7/13/2022,cool season-hay,NA
ANTI 5,Lasioglossum hitchensi,f,ANTI,T171,pan trap,7/13/2022,cool season-hay,NA
ANTI 5,Lasioglossum hitchensi,f,ANTI,net,hand net,7/13/2022,cool season-hay,NA
ANTI 5,Lasioglossum hitchensi,f,ANTI,net,hand net,7/13/2022,cool season-hay,NA
ANTI 5,Lasioglossum hitchensi,f,ANTI,T172,pan trap,7/13/2022,cool season-hay,NA
ANTI 5,Lasioglossum hitchensi,f,ANTI,T172,pan trap,7/13/2022,cool season-hay,NA
ANTI 5,Lasioglossum hitchensi,f,ANTI,T172,pan trap,7/13/2022,cool season-hay,NA
ANTI 5,Lasioglossum hitchensi,f,ANTI,T169,pan trap,8/23/2022,cool season-hay,NA
ANTI 5,Lasioglossum hitchensi,f,ANTI,T169,pan trap,8/23/2022,cool season-hay,NA
ANTI 5,Lasioglossum hitchensi,f,ANTI,T169,pan trap,8/23/2022,cool season-hay,NA
ANTI 5,Lasioglossum hitchensi,f,ANTI,T169,pan trap,8/23/2022,cool season-hay,NA
ANTI 5,Lasioglossum hitchensi,f,ANTI,T169,pan trap,8/23/2022,cool season-hay,NA
ANTI 5,Lasioglossum hitchensi,f,ANTI,net,hand net,8/24/2022,cool season-hay,NA
ANTI 5,Lasioglossum hitchensi,f,ANTI,net,hand net,8/24/2022,cool season-hay,NA
ANTI 7,Lasioglossum hitchensi,f,ANTI,net,hand net,7/20/2021,cool season-pasture,NA
ANTI 7,Lasioglossum hitchensi,f,ANTI,net,hand net,6/21/2022,cool season-pasture,NA
ANTI 7,Lasioglossum hitchensi,f,ANTI,net,hand net,6/21/2022,cool season-pasture,NA
ANTI 7,Lasioglossum hitchensi,f,ANTI,net,hand net,8/4/2022,cool season-pasture,NA
ANTI 7,Lasioglossum hitchensi,f,ANTI,net,hand net,8/4/2022,cool season-pasture,NA
ANTI 8,Lasioglossum hitchensi,f,ANTI,T45,pan trap,7/13/2021,cool season-pasture,NA
ANTI 8,Lasioglossum hitchensi,f,ANTI,net,hand net,9/7/2021,cool season-pasture,NA
ANTI 8,Lasioglossum hitchensi,f,ANTI,net,hand net,7/14/2022,cool season-pasture,NA
CHOH 0,Lasioglossum hitchensi,f,CHOH,T110,pan trap,7/13/2021,cool season-hay,NA
CHOH 0,Lasioglossum hitchensi,f,CHOH,T110,pan trap,7/18/2022,cool season-hay,NA
CHOH 1_3,Lasioglossum hitchensi,f,CHOH,T219,pan trap,7/18/2022,cool season-hay,NA
CHOH 1_3,Lasioglossum hitchensi,f,CHOH,T219,pan trap,7/18/2022,cool season-hay,NA
CHOH 1_3,Lasioglossum hitchensi,f,CHOH,T224,pan trap,7/18/2022,cool season-hay,NA
CHOH 1_3,Lasioglossum hitchensi,f,CHOH,T224,pan trap,7/18/2022,cool season-hay,NA
CHOH 1_3,Lasioglossum hitchensi,f,CHOH,T219,pan trap,7/18/2022,cool season-hay,NA
CHOH 1_3,Lasioglossum hitchensi,f,CHOH,T219,pan trap,7/18/2022,cool season-hay,NA
CHOH 1_3,Lasioglossum hitchensi,f,CHOH,T224,pan trap,7/18/2022,cool season-hay,NA
CHOH 1_3,Lasioglossum hitchensi,f,CHOH,T224,pan trap,7/18/2022,cool season-hay,NA
CHOH 1_3,Lasioglossum hitchensi,f,CHOH,T224,pan trap,7/18/2022,cool season-hay,NA
CHOH 1_3,Lasioglossum hitchensi,f,CHOH,T224,pan trap,7/18/2022,cool season-hay,NA
CHOH 1_3,Lasioglossum hitchensi,f,CHOH,T224,pan trap,7/18/2022,cool season-hay,NA
CHOH 1_3,Lasioglossum hitchensi,f,CHOH,T224,pan trap,7/18/2022,cool season-hay,NA
CHOH 8,Lasioglossum hitchensi,f,CHOH,T215,pan trap,6/15/2021,cool season-hay,NA
CHOH 8,Lasioglossum hitchensi,f,CHOH,T213,pan trap,6/15/2021,cool season-hay,NA
CHOH 8,Lasioglossum hitchensi,f,CHOH,T213,pan trap,6/15/2021,cool season-hay,NA
CHOH 8,Lasioglossum hitchensi,f,CHOH,T213,pan trap,8/16/2022,cool season-hay,NA
CHOH 8,Lasioglossum hitchensi,f,CHOH,T213,pan trap,8/16/2022,cool season-hay,NA
CHOH 8,Lasioglossum hitchensi,f,CHOH,T213,pan trap,8/16/2022,cool season-hay,NA
CHOH 9,Lasioglossum hitchensi,f,CHOH,T227,pan trap,6/15/2021,cool season-hay,NA
CHOH 9,Lasioglossum hitchensi,f,CHOH,T227,pan trap,6/15/2021,cool season-hay,NA
CHOH 9,Lasioglossum hitchensi,f,CHOH,T227,pan trap,6/15/2021,cool season-hay,NA
CHOH 9,Lasioglossum hitchensi,f,CHOH,T226,pan trap,6/15/2021,cool season-hay,NA
CHOH 9,Lasioglossum hitchensi,f,CHOH,T226,pan trap,8/4/2021,cool season-hay,NA
CHOH 9,Lasioglossum hitchensi,f,CHOH,T225,pan trap,8/4/2021,cool season-hay,NA
CHOH 9,Lasioglossum hitchensi,f,CHOH,T225,pan trap,8/4/2021,cool season-hay,NA
MANA 1,Lasioglossum hitchensi,f,MANA,net,hand net,7/15/2021,cool season-hay,NA
